信件标题,回复单位,回复时间,links
关于上海电力燃料有限公司“实物还产”工程遗留问题,上海市徐汇区国有资产监督管理委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FC38DE0C5BDD445299366AD26E4B0F35
建议政府公共租赁住房取消居住证要求，改为社保,上海市房屋管理局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DE7960073BEA414BB5AC136F495473DD
反馈电费的问题,国网上海市电力公司,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1841E85EEF6343EB9ED5EDF9E5BCF7E8
查询该机构有无放贷资格，是否违法放贷,中共上海市金融工作委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=53502EBC4BC44A0EAAD5B306C0DA4441
关于长者食堂的咨询,上海市徐汇区人民政府徐家汇街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8A678EC25FDF47D4BC396F8926A4D1DC
补缴社保事宜,上海市徐汇区司法局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=53B3FB9FAF90484EBF7D3B3C2757CCED
盛华景苑邻里汇施工扰民,上海市徐汇区华泾镇人民政府,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=22185EBAE9D04EC7B5016C0E72C68432
电梯加装,上海市徐汇区人民政府长桥街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5509BD00074F4324BC2F5AA0893B160F
关于康健园游园环境改善的建议,上海市徐汇区绿化和市容管理局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4A8F8556035641E4A29A75B35454B335
解决邻里纠纷,上海市徐汇区人民政府天平路街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AE57840A5CE44CC2BBF3EA6BED62790D
小区新建建筑垃圾房问题,上海市徐汇区人民政府康健新村街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EC2C277F9206473180231D34C1E9237F
反映一村民名下有两块宅基,上海市奉贤区柘林镇人民政府,2023-06-24,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=234C8BE8F5F54819BF9ACE6C2B9A2C38
关于商品房施工建设问题,上海市崇明区住房保障和房屋管理局,2023-06-23,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E9A4DB4A92DC45BABF119F2E952062D3
关于商品房施工建设问题,上海市崇明区住房保障和房屋管理局,2023-06-23,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=ABEF4BE942804C93BD58300304A2C1DD
关于商品房施工建设问题,上海市崇明区住房保障和房屋管理局,2023-06-23,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0B047E95CF8145EC908D5B525AC9F034
关于商品房施工建设问题,上海市崇明区住房保障和房屋管理局,2023-06-23,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0F457B3A71BA48F99E6CF178D76F63D3
关于物业服务投诉,上海市嘉定区菊园新区管理委员会,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0D35F7D2FF264B2A97F52DBDCC193EE5
新楼盘销售宣传问题,上海市嘉定区住房保障和房屋管理局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3249A3F7334F44BFA63F5BBA33E4400A
举报上海公司总包资质升级业绩作假,上海市住房和城乡建设管理委员会行政服务中心,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DA009E75C96E4C62B9E706AD8E198507
交房,上海市嘉定区住房保障和房屋管理局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9C007A07F35944ADB249DE35AE5443E7
业委会候选人,上海市嘉定区住房保障和房屋管理局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EB282927F65B4F12816BC34A209897A4
小区垃圾分类,上海市嘉定区南翔镇人民政府,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F84EA9223EB74030AA9B7258F481E95B
在建楼盘品质,上海市嘉定区建设和管理委员会,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=645F2C632F6F426DB7106D27F9923A01
建设初中学校,上海市嘉定区教育局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D9CAC48588A3413AAE50304B73857E4D
初中学校建设咨询,上海市嘉定区教育局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=101E3E3C1B20422CB67259B9838EDAA5
节能减排智能家居享老工程,上海市民政局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5BAADAE4CB6945A388C6FCBC5ADAE973
牟取暴利,上海市黄浦区国有资产监督管理委员会,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A27BD7064E9A450DB1BF1E91AFC219A7
长宁区周家桥街道清宁小区路面存在安全隐患,上海市长宁区人民政府周家桥街道办事处,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=611A2F610A9F4DB99211B58008C26D6B
投诉长宁区人社局社会保险事业中心,上海市长宁区人力资源和社会保障局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8628398679B646F6A755B7FCF85D2B36
江苏路街道五环大楼物业私自划分车位出租,上海市长宁区人民政府江苏路街道办事处,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D1C2F32FD96B4DC3B0A80C5E98FDABB8
长宁区利西路47弄小区花园无物业管理，垃圾成堆，影响居民健康,上海市长宁区人民政府江苏路街道办事处,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7F7AF7402A2A4F788AD079C4264C9E90
长宁区新潮路危险设立社会停车位,上海市长宁区建设和管理委员会,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C32FA510749948968C73ABED1E37D8F6
关于市保龄球协会的建议,上海市体育局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3079C0926C2F4CC3A9903B59FE9B9242
关于杨浦滨江古船博物馆规划的建议,上海市文化和旅游局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=07E500949A90420B8158AFC1D778F1F2
关于全市旅游电子合同上传全国旅游监管平台的建议,上海市文化和旅游局,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=97270AE8DA454A7CAA9C3E1DC2A91E36
关于上海大剧院购票机制优化的建议,上海大剧院艺术中心,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BF18F421BBC846E69238A1A2732674CC
动迁房货币结算交房，房屋面积差价何时结清,上海黄浦第二房屋征收服务事务所有限公司,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=05B003278A3E4FF39F040AA76EB8478D
投诉,上海市黄浦区金融服务办公室,2023-06-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7A4D94BADD6247F1ABD58E0CC628A789
中学篮球场，足球场开放结束时间过早,上海市嘉定区江桥镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CFEDE00F440046C4991FE302468C1376
农村集中居住问题咨询,上海市嘉定区安亭镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=809BAEBFB4C04A0BB512027E02D02F21
美丽家园改造建议,上海市普陀区住房保障和房屋管理局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CA8D36F5649C4362B9E35D5860478E97
建议普陀区苏州河沿岸光复西路段禁止机动车通行，拓宽人行步道,上海市普陀区建设和管理委员会,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C9A83515813C4C37AE03B947228C4653
出行不方便,上海市普陀区建设和管理委员会,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BE32A1596F5B4FC1B923C00D71DF4F48
交通路与铁路铁轨地下人行通道、扶手破损严重损坏严重,上海市普陀区建设和管理委员会,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2BC90D2D56444E808F9FACAB9C19F12F
老小区安装电梯，居委会党支部要积极参与,上海市普陀区人民政府长风新村街道办事处,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7D3AC75507C14DF8B73CF07322267C63
关于小区绿地破坏建临时垃圾房,上海市普陀区长征镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F70B2522D7574A92961EC568B6029608
房屋漏水多次不得解决,上海市普陀区长征镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DCF4420BBBE242F89FA8C1F066D27E1E
小区楼栋设施被故意破坏,上海市普陀区人民政府长风新村街道办事处,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0113A900C9F84E1B8699A93975D67488
苏州河宜昌路段景观道,上海市普陀区建设和管理委员会,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=62245B96EA6E42DA95CA2A19BC06C251
关于居民区开设烧烤餐饮店的问题,上海市普陀区人民政府宜川路街道办事处,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=91AD6FD3C26D4813885681A05E431143
物业不作为,上海市普陀区长征镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C76AB1BDF0F9429AB59B45D1C56F9998
路边垃圾能不能控制一下,上海市普陀区绿化和市容管理局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4175F5270E3F41639575FF42DEC12846
关于《建筑抗震设计标准》  DG/TJ08-9-2023的电子版,上海市建筑建材业市场管理总站,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D274196E988B49D1B89C671848E4D436
离异人士五年内有卖房记录不允许申请保障性住房,上海市房屋管理局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A06C325E0C0948BDBA3A49FE5F54C3D5
租房市场押金不退还事项,上海市房屋管理局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9EDF801C457B4D25968A8D1A8E190D18
业委会成立,上海市静安区人民政府南京西路街道办事处,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D5D1BABD62A34E7886267359340A2C65
小区内变压器安全距离,国网上海市电力公司,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6AB8299AAFC44CBFB9CA4DB97C84FD7D
关于220kV蕴荣线安全隐患的咨询和建议,国网上海市电力公司,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0D11982C907646D5AA762EA8694896D0
小区对电网优化改革，把电箱装在居民窗前，这是优化？,国网上海市电力公司,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FAE66F5F60D247249E680C193DF9A145
能快速解决问题，回归正常生活,上海市经济和信息化委员会,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BB238F0971164096BE4AD146BD9C0F2D
房屋租赁网签备案合同修改不灵活问题,上海市松江区住房保障和房屋管理局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0A769B18A90842C0ADA897225198BC63
关于持“退役军人优待证”免费乘坐公共交通事宜,上海市退役军人事务局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=19BFB678876C4CB3B5E70E49795C1561
投诉平安普惠套路欺诈消费者,上海市静安区金融服务办公室,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CBE1933C090D46C9AA12D497AF7AB06A
关于在新桥镇莘闵地区开展有组织群众文娱活动的建议,上海市松江区新桥镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4835F132F6714D60A74F10EA3C7EE4E6
洞泾镇尚云里世江物业强行乱收费,上海市松江区洞泾镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8EE8F390E41C40C5828F73A7493C7C91
关于我在松江区上班被少发工资,上海市松江区人力资源和社会保障局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=29EDD02E37BD412A9FC305B8D8C137BD
自如拒绝办理租赁住房备案，并拒绝提供房屋信息,上海市松江区住房保障和房屋管理局,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FE9D360CAE3648769F768FD611FB45D3
装修扰民,上海市松江区人民政府岳阳街道办事处,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A8B3744D60914838A0C32A797E202C7A
水岸名邸广场脏乱差,上海市松江区佘山镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BCF62448E0F3480BB71801BD01805E13
关于九亭地铁站4号口路面高度差及非机动车停放的问题,上海市松江区人民政府九里亭街道办事处,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E78DD8E2CF42406D8F72152666FC6DBC
小区毁坏绿化改建停车道,上海市松江区泗泾镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1469023BE0B0438D8FEF63137DDC63AE
新凯家园一期业主委员会不经业主大会表决擅自铲除绿化改为停车位,上海市松江区泗泾镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C755EA358D324EE3BECBB7DE98693F02
反映电梯问题,上海市松江区九亭镇人民政府,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DEEF9DC8BCCB4C82B54D237967203C71
有轨电车T2西延线进展,上海市松江区交通委员会,2023-06-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=24AC6245320E4614B286B3A5CC44E720
关于《上海市固定污染源自动监控系统建设、联网、 运维和管理有关规定 》相关问题的咨询,上海市生态环境局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2FA62F281BA04FDDB0662BD355B8815E
漕宝路快速路新建工程环境影响报告表存在严重质量问题,上海市生态环境局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5E0E3CB286614E319C62620ADEE011FE
临港天文馆门票都被黄牛包揽，加价卖,中共上海市科学技术工作委员会,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=32E72B86B8434F619E4030B6211C56D1
垃圾清运,上海市闵行区梅陇镇人民政府,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B1E643CEA0824553A27DE2E5109F46A3
临时停车点,上海市闵行区人民政府浦锦街道办事处,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9FAD0821C45846ECB463D97D4C9A4F1C
理赔流程,上海市闵行区建设和管理委员会,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=726AFDEB1A4C4E5B8C0DE1A50B55B997
维修明细,上海市闵行区七宝镇人民政府,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=64B80E6E01394EC59A42753C03DADC5F
固定停车位,上海市闵行区七宝镇人民政府,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E962AF237A61401ABB9DAC60DEBEFEB7
停车位事宜,上海市闵行区七宝镇人民政府,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DA843BFB7FC348F5AC18AE0290BDEC41
小区管理,上海市闵行区七宝镇人民政府,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=91BFD09BD3F540FABCA6F24CFAE85B12
水箱供水,上海市闵行区虹桥镇人民政府,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=068B289ECED442F5953F14569176B096
中班转学,上海市闵行区教育局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F9927CF81A9E4293A3A7715F338CFDA2
携程订房虚假宣传,上海市长宁区文化和旅游局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DF01862293094ADE8ABA2ADAE440DEC0
咨询数据,上海市统计局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9898D96134094D9A962B33B2C27E8FE9
考勤管理办法,上海市住房和城乡建设管理委员会,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D778A9AA207A4A3D8D9195519D1DFEA3
对提升服务器性能的建议,国家税务总局上海市税务局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E852CC88926D4195BBEBA1DDF249F8C5
学校建设建议,上海市嘉定区教育局,2023-06-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3E310F074EA34B8589CBE0CF73BF4B55
反映中国某某银行信用卡中心广州花都分公司相关问题,国家税务总局上海市第三税务分局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2848BBAB1D8C4C9BB150D468191F949C
同济小镇教育资源,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=141D5268AAEE4E2FA3801C8C00A25EFD
幼儿转园,上海市闵行区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B08AD31C898B4A6395AB7495B512B4FA
幼儿转园,上海市闵行区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D1D39050B71448BA9E2712F6CD12CFEA
幼儿转园,上海市闵行区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FCBA99486EC34DB99469ECE806FE6C28
幼儿转园,上海市闵行区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A8FCE10FF04A41F1BC12793FFADEFE07
幼儿转园,上海市闵行区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=27C40CF02FB5458D88A9E22D90EDBFB1
幼儿入园,上海市松江区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4C21281F97DB43B1AC3CC3D60C56FBE9
培训机构退费,上海市虹口区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8E6A5D3225184DB8B65915D070EC6410
表扬信,上海市浦东新区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9EBBBB5CC92D4B46A34C8EBBF65C6D41
道路日常管理问题,上海市嘉定区国有资产监督管理委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E168174319B94352B0D2D5EE6931C9F3
所居小镇教育资源分配,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F28DBFCD4B1349099D3017C85ADC3A74
“同济小镇”初中建设,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=80EB2971F6604C62BF128ADE81E224BE
同济小镇无初中,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F5B61A6322E94F34BC12E02D3316772C
同济小镇配套教育资源,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=66667C98C813470CAFC210CF898DC1F0
昌吉东路片区初中,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=909B9A4CCA854C60A6D4DD2592C14A36
20-02地块初中命名诉求,上海市嘉定区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DD692B28F2374BABBF94B0DCB612D067
学生教育管理,上海市黄浦区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=44C69C2910EE4065AA983778AA108659
楼栋改造建议,上海市嘉定区国有资产监督管理委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2C6BA6B2D6214B998F33EEF480E915C6
中考体育,上海市浦东新区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E3D15BFD9D404761A0AEBE6276E2C039
高水平运动员招生,上海海事大学,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C3DCDF897AF64332AE004F638CEF77B3
高水平运动员招生,上海海事大学,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BF53E3480F5C4B5F997C8E1D89CE066C
幼儿转园,上海市闵行区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=118564721EAA40E7898BE4A924BBE6E1
幼儿安全,上海市虹口区教育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CA237FDEADA7437B86590F94A13BC395
中考加分,上海市教育委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F5C01778B85846C0AD0797A8C6F21C7F
中考加分,上海市教育委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B42683621D874650A3CC0FC6415ED8E4
关于打通奉城镇瓦洪公路断头路的建议,上海市奉贤区建设和管理委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7CE3D63EAF814F9DA62EB002C046F5C8
咨询学历认证事宜,上海市奉贤区人力资源和社会保障局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F5C7A5EBE14645DC9E3882F4818F84D7
关于商品房施工建设问题,上海市崇明区住房保障和房屋管理局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C51273B3801042F2AD1505AC62A72BB8
关于商品房产证办理问题,上海市崇明区规划和自然资源局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0D8F2155606849D8846E853141698937
噪声严重扰民,上海市体育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AF42679DD0E8495D9DA2211F959E9298
上海市青少年体育协会违规颁发资质证书,上海市体育局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E155FBD9B0674AFA9769E6D7C21F2FA7
社保卡办理问题,上海市人力资源和社会保障局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3C50E2C1A9C64C97BF1AB16EE2B8460C
上海海洋功能区划（2011-2020 年）文本、登记表及图件,上海市规划和自然资源局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6E4D942601184EC4977936EE289E1703
旧房改造和道路施工问题,上海徐房（集团）有限公司,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=87946052B0F14EC18FE43E8EC7046812
小区旧改工程方野蛮施工问题,上海徐房（集团）有限公司,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=115D4745FC7E44B48418DD2E172D8BD0
住宅修缮工程事宜,上海市徐汇区住房保障和房屋管理局,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=33B7459C7C2144E2A46102D5B5FC73B8
关于社区卫生服务中心作息安排,上海市闵行区卫生健康委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D7E579027FFA45ACA65A64BCF13F632F
一个患者的申诉,复旦大学附属妇产科医院,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E7BBB79DED814E1CBF3A501F459B2E73
上海市第九人民医院附属医院推诿责任相关事宜,上海市黄浦区卫生健康委员会,2023-06-16,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=13077995B6024376B73C54883D371DBF
